auction_player,auction_league,population_id,auction_year,fk_name,fk_url,fk_count,fk_category,Auth,1,1.5,2,3,4,5,6,7,8,9,10,Total
Alonzo Mourning,skybox-usa-basketball,45607,1994,1948 Topps Magic Photos All-American Basketball Murray Wier #2B All American Basketball,https://www.psacard.com/auctionprices/basketball-cards/1994-skybox-usa-basketball/shawn-kemp/summary/2684176,2,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '-', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '1', '+': '0', 'Q': '0'}"
Alonzo Mourning,skybox-usa-basketball,45607,1994,1948 Topps Magic Photos All-American Basketball Murray Wier #2B All American Basketball,https://www.psacard.com/auctionprices/basketball-cards/1994-skybox-usa-basketball/shawn-kemp/summary/2684176,2,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '         1', '+': '-', 'Q': '-'}","{'Grade': '1', '+': '0', 'Q': '0'}"
Shawn Kemp,skybox-usa-basketball,45607,1994,1948 Topps Magic Photos All-American Basketball Murray Wier #2B All American Basketball,https://www.psacard.com/auctionprices/basketball-cards/1994-skybox-usa-basketball/shawn-kemp/summary/2684176,2,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '1', '+': '0', 'Q': '0'}"
Shawn Kemp,skybox-usa-basketball,45607,1994,1948 Topps Magic Photos All-American Basketball Murray Wier #2B All American Basketball,https://www.psacard.com/auctionprices/basketball-cards/1994-skybox-usa-basketball/shawn-kemp/summary/2684176,2,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '         1', '+': '-', 'Q': '-'}","{'Grade': '1', '+': '0', 'Q': '0'}"
Shawn Kemp,skybox-usa-basketball,45607,1994,1948 Topps Magic Photos All-American Basketball Murray Wier #2B All American Basketball,https://www.psacard.com/auctionprices/basketball-cards/1994-skybox-usa-basketball/shawn-kemp/summary/2684176,2,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '         1', '+': '-', 'Q': '-'}","{'Grade': '1', '+': '0', 'Q': '0'}"
Mark Price,skybox-usa-basketball,45607,1994,1948 Topps Magic Photos All-American Basketball Murray Wier #2B All American Basketball,https://www.psacard.com/auctionprices/basketball-cards/1994-skybox-usa-basketball/shawn-kemp/summary/2684176,2,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '-', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '1', '+': '0', 'Q': '0'}"
Mark Price,skybox-usa-basketball,45607,1994,1948 Topps Magic Photos All-American Basketball Murray Wier #2B All American Basketball,https://www.psacard.com/auctionprices/basketball-cards/1994-skybox-usa-basketball/shawn-kemp/summary/2684176,2,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '         1', '+': '-', 'Q': '-'}","{'Grade': '1', '+': '0', 'Q': '0'}"
Steve Smith,skybox-usa-basketball,45607,1994,1948 Topps Magic Photos All-American Basketball Murray Wier #2B All American Basketball,https://www.psacard.com/auctionprices/basketball-cards/1994-skybox-usa-basketball/shawn-kemp/summary/2684176,2,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '1', '+': '0', 'Q': '0'}"
Dominique Wilkins,skybox-usa-basketball,45607,1994,1948 Topps Magic Photos All-American Basketball Murray Wier #2B All American Basketball,https://www.psacard.com/auctionprices/basketball-cards/1994-skybox-usa-basketball/shawn-kemp/summary/2684176,2,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '         1', '+': '-', 'Q': '-'}","{'Grade': '1', '+': '0', 'Q': '0'}"
Derrick Coleman,skybox-usa-basketball,45607,1994,1948 Topps Magic Photos All-American Basketball Murray Wier #2B All American Basketball,https://www.psacard.com/auctionprices/basketball-cards/1994-skybox-usa-basketball/shawn-kemp/summary/2684176,2,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '1', '+': '0', 'Q': '0'}"
Derrick Coleman,skybox-usa-basketball,45607,1994,1948 Topps Magic Photos All-American Basketball Murray Wier #2B All American Basketball,https://www.psacard.com/auctionprices/basketball-cards/1994-skybox-usa-basketball/shawn-kemp/summary/2684176,2,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '1', '+': '0', 'Q': '0'}"
Derrick Coleman,skybox-usa-basketball,45607,1994,1948 Topps Magic Photos All-American Basketball Murray Wier #2B All American Basketball,https://www.psacard.com/auctionprices/basketball-cards/1994-skybox-usa-basketball/shawn-kemp/summary/2684176,2,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '-', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '1', '+': '0', 'Q': '0'}"
Derrick Coleman,skybox-usa-basketball,45607,1994,1948 Topps Magic Photos All-American Basketball Murray Wier #2B All American Basketball,https://www.psacard.com/auctionprices/basketball-cards/1994-skybox-usa-basketball/shawn-kemp/summary/2684176,2,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '1', '+': '0', 'Q': '0'}"
Derrick Coleman,skybox-usa-basketball,45607,1994,1948 Topps Magic Photos All-American Basketball Murray Wier #2B All American Basketball,https://www.psacard.com/auctionprices/basketball-cards/1994-skybox-usa-basketball/shawn-kemp/summary/2684176,2,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '1', '+': '0', 'Q': '0'}"
Isiah Thomas,skybox-usa-basketball,45607,1994,1948 Topps Magic Photos All-American Basketball Murray Wier #2B All American Basketball,https://www.psacard.com/auctionprices/basketball-cards/1994-skybox-usa-basketball/shawn-kemp/summary/2684176,2,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '         1', '+': '-', 'Q': '-'}","{'Grade': '1', '+': '0', 'Q': '0'}"
Isiah Thomas,skybox-usa-basketball,45607,1994,1948 Topps Magic Photos All-American Basketball Murray Wier #2B All American Basketball,https://www.psacard.com/auctionprices/basketball-cards/1994-skybox-usa-basketball/shawn-kemp/summary/2684176,2,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '         1', '+': '-', 'Q': '-'}","{'Grade': '1', '+': '0', 'Q': '0'}"
Joe Dumars,skybox-usa-basketball,45607,1994,1948 Topps Magic Photos All-American Basketball Murray Wier #2B All American Basketball,https://www.psacard.com/auctionprices/basketball-cards/1994-skybox-usa-basketball/shawn-kemp/summary/2684176,2,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '-', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '2', '+': '0', 'Q': '0'}"
Joe Dumars,skybox-usa-basketball,45607,1994,1948 Topps Magic Photos All-American Basketball Murray Wier #2B All American Basketball,https://www.psacard.com/auctionprices/basketball-cards/1994-skybox-usa-basketball/shawn-kemp/summary/2684176,2,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '         2', '+': '-', 'Q': '-'}","{'Grade': '2', '+': '0', 'Q': '0'}"
Joe Dumars,skybox-usa-basketball,45607,1994,1948 Topps Magic Photos All-American Basketball Murray Wier #2B All American Basketball,https://www.psacard.com/auctionprices/basketball-cards/1994-skybox-usa-basketball/shawn-kemp/summary/2684176,2,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '-', 'Q': '0'}","{'Grade': '         2', '+': '-', 'Q': '-'}","{'Grade': '3', '+': '0', 'Q': '0'}"
Joe Dumars,skybox-usa-basketball,45607,1994,1948 Topps Magic Photos All-American Basketball Murray Wier #2B All American Basketball,https://www.psacard.com/auctionprices/basketball-cards/1994-skybox-usa-basketball/shawn-kemp/summary/2684176,2,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '2', '+': '0', 'Q': '0'}"
Joe Dumars,skybox-usa-basketball,45607,1994,1948 Topps Magic Photos All-American Basketball Murray Wier #2B All American Basketball,https://www.psacard.com/auctionprices/basketball-cards/1994-skybox-usa-basketball/shawn-kemp/summary/2684176,2,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '         1', '+': '-', 'Q': '-'}","{'Grade': '1', '+': '0', 'Q': '0'}"
Tim Hardaway,skybox-usa-basketball,45607,1994,1948 Topps Magic Photos All-American Basketball Murray Wier #2B All American Basketball,https://www.psacard.com/auctionprices/basketball-cards/1994-skybox-usa-basketball/shawn-kemp/summary/2684176,2,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '1', '+': '0', 'Q': '0'}"
Tim Hardaway,skybox-usa-basketball,45607,1994,1948 Topps Magic Photos All-American Basketball Murray Wier #2B All American Basketball,https://www.psacard.com/auctionprices/basketball-cards/1994-skybox-usa-basketball/shawn-kemp/summary/2684176,2,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '         1', '+': '-', 'Q': '-'}","{'Grade': '1', '+': '0', 'Q': '0'}"
Tim Hardaway,skybox-usa-basketball,45607,1994,1948 Topps Magic Photos All-American Basketball Murray Wier #2B All American Basketball,https://www.psacard.com/auctionprices/basketball-cards/1994-skybox-usa-basketball/shawn-kemp/summary/2684176,2,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '         1', '+': '-', 'Q': '-'}","{'Grade': '1', '+': '0', 'Q': '0'}"
Tim Hardaway,skybox-usa-basketball,45607,1994,1948 Topps Magic Photos All-American Basketball Murray Wier #2B All American Basketball,https://www.psacard.com/auctionprices/basketball-cards/1994-skybox-usa-basketball/shawn-kemp/summary/2684176,2,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '         1', '+': '-', 'Q': '-'}","{'Grade': '1', '+': '0', 'Q': '0'}"
Shaquille O'Neal,skybox-usa-basketball,45607,1994,1948 Topps Magic Photos All-American Basketball Murray Wier #2B All American Basketball,https://www.psacard.com/auctionprices/basketball-cards/1994-skybox-usa-basketball/shawn-kemp/summary/2684176,2,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         1', '+': '0', 'Q': '0'}","{'Grade': '         5', '+': '         2', 'Q': '0'}","{'Grade': '         5', '+': '-', 'Q': '0'}","{'Grade': '        11', '+': '-', 'Q': '-'}","{'Grade': '22', '+': '2', 'Q': '0'}"
Shaquille O'Neal,skybox-usa-basketball,45607,1994,1948 Topps Magic Photos All-American Basketball Murray Wier #2B All American Basketball,https://www.psacard.com/auctionprices/basketball-cards/1994-skybox-usa-basketball/shawn-kemp/summary/2684176,2,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '         2', '+': '-', 'Q': '-'}","{'Grade': '2', '+': '0', 'Q': '0'}"
Shaquille O'Neal,skybox-usa-basketball,45607,1994,1948 Topps Magic Photos All-American Basketball Murray Wier #2B All American Basketball,https://www.psacard.com/auctionprices/basketball-cards/1994-skybox-usa-basketball/shawn-kemp/summary/2684176,2,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         3', '+': '0', 'Q': '0'}","{'Grade': '         8', '+': '-', 'Q': '0'}","{'Grade': '        18', '+': '-', 'Q': '-'}","{'Grade': '29', '+': '0', 'Q': '0'}"
Shaquille O'Neal,skybox-usa-basketball,45607,1994,1948 Topps Magic Photos All-American Basketball Murray Wier #2B All American Basketball,https://www.psacard.com/auctionprices/basketball-cards/1994-skybox-usa-basketball/shawn-kemp/summary/2684176,2,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '         1', '+': '-', 'Q': '-'}","{'Grade': '1', '+': '0', 'Q': '0'}"
Shaquille O'Neal,skybox-usa-basketball,45607,1994,1948 Topps Magic Photos All-American Basketball Murray Wier #2B All American Basketball,https://www.psacard.com/auctionprices/basketball-cards/1994-skybox-usa-basketball/shawn-kemp/summary/2684176,2,basketball_cards,"{'Grade': '0', '+': '-', 'Q': '-'}","{'Grade': '0', '+': '-', 'Q': '0'}","{'Grade': '-', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '0', '+': '0', 'Q': '0'}","{'Grade': '         4', '+': '         1', 'Q': '0'}","{'Grade': '         6', '+': '-', 'Q': '0'}","{'Grade': '         8', '+': '-', 'Q': '-'}","{'Grade': '18', '+': '1', 'Q': '0'}"
